title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,originalLanguage,publishAt,rating,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking,reviewContext/Parking options,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Seating type,reviewContext/Service,reviewContext/Vegetarian options,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,translatedLanguage,visitedIn,reviewImageUrls/2,reviewImageUrls/3,reviewContext/Wait time,reviewImageUrls/4,reviewImageUrls/5,reviewContext/Group size,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewContext/Recommended dishes,reviewContext/Reservation,reviewContext/Dietary restrictions,reviewContext/Kid-friendliness,reviewContext/Special events,reviewContext/Special offers,is_spam,spam_reasons,word_count,char_count
Kokoro Izakaya,5,Enjoy the Live Music very much! Food is quite delicious and the atmosphere is good for gathering with friends,2025-08-07T13:10:46.728Z,0,Irene Tan,2,False,,,en,2 weeks ago,,Dinner,"Loud, but you can still talk",,,,$30–40,Indoor dining area,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT205TGJFSnpWbmR1ZFRCd2RUQlVhV2xsZFcxaFRXYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205TGJFSnpWbmR1ZFRCd2RUQlVhV2xsZFcxaFRXYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOm9LbEJzVndudTBwdTBUaWlldW1hTWc%7C0c_9MLfQ9Ib%7C?hl=en,115759686362745294782,https://lh3.googleusercontent.com/a/ACg8ocK9210pCQFclI3Fy3xLvFwZ-jFg7dVTDKUwNz2Mx0iUHlo_qw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/115759686362745294782?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,19,109
Kokoro Izakaya,4,,2025-08-07T13:10:15.882Z,0,sook yoke,42,True,,,,2 weeks ago,,,,,,,,,,,5.0,3.0,4.0,Ci9DQUlRQUNvZENodHljRjlvT2xjMWNVVkRNbkE0TUVwRGRuZE9TV2x0UTJGQ1NYYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90AcfHO2wP40qJZ8KEMvHOq_3tMJJtkHwYuVDPS2_DCR2uFTNT6GdQ9VDrFLwYofkXelISNuz4AzozcvHkLLAHMWM0FSVRSlSP-ysd6L6bQVOO9UQ5Eg1F7IaIotbdSHpcMGPXdVtgMZUYpn,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xjMWNVVkRNbkE0TUVwRGRuZE9TV2x0UTJGQ1NYYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlc1cUVDMnA4MEpDdndOSWltQ2FCSXc%7C0c_9LrocCKk%7C?hl=en,113989134782497893526,https://lh3.googleusercontent.com/a/ACg8ocJgHowCbxhPkZ2Aqk51g_9vkz5VEJn_mgqaWTpSNSOElonpZg=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/113989134782497893526?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Kokoro Izakaya,4,Love the live band and singing:),2025-08-07T13:08:48.744Z,0,sing bee ho,3,False,,,en,2 weeks ago,,,Moderate noise,,,,$20–30,Indoor dining area,,,5.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2s0M1EwNTNNMU5RWW1SVVpuUm9URlpNYm1obVJXYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s0M1EwNTNNMU5RWW1SVVpuUm9URlpNYm1obVJXYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOk43Q053M1NQYmRUZnRoTFZMbmhmRWc%7C0c_9KVgOW0a%7C?hl=en,115541500956882559469,https://lh3.googleusercontent.com/a-/ALV-UjUHbInJupf2NQP0JEwTM27HVITL_QBn3b1HmqbUOMhC00VUF-_uPg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/115541500956882559469?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (6 < 10); Too few characters (32 < 50),6,32
Kokoro Izakaya,4,live band on Thurs is good,2025-08-07T13:07:10.942Z,0,AK,7,False,,,en,2 weeks ago,,,,,,,,,,,4.0,4.0,4.0,Ci9DQUlRQUNvZENodHljRjlvT2xaS2NrRlRRMkpPZVV4WmRWWnBOemw0VlZsUGQwRRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90A_KxyL7lVkJxmUsuuKqgGO7gVE12zUoWkybcYIafFzT1NofYKnboWWTrhs_QIJVf2xbgKyL8KYgaN6UdcXVMlXrnr2aoMjc0pDGwZLlIiwXA_Bf2A45yr_wwfQODdLJTL1qX4qtWtmlLe8,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaS2NrRlRRMkpPZVV4WmRWWnBOemw0VlZsUGQwRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlZKckFTQ2JOeUxZdVZpNzl4VVlPd0E%7C0c_9IysBwam%7C?hl=en,112023943979128486489,https://lh3.googleusercontent.com/a/ACg8ocLYcrbIIuTJSC-2fei_zCwMqNZraLheWiSEY_XpFq0Lf5e2vg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/112023943979128486489?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (6 < 10); Too few characters (26 < 50),6,26
Kokoro Izakaya,5,Nice and quiet place.,2025-08-03T11:22:22.003Z,0,Joe Tan,4,False,,,en,3 weeks ago,,Dinner,"Quiet, easy to talk",,,,$10–20,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2xaVlZIVTNhbXM1V0ZVdGRVSklhbEJITTJ4S1FuYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaVlZIVTNhbXM1V0ZVdGRVSklhbEJITTJ4S1FuYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlZVVHU3ams5WFUtdUJIalBHM2xKQnc%7C0cYoOi-BeWl%7C?hl=en,103940098229489424876,https://lh3.googleusercontent.com/a-/ALV-UjWTqlzt_r2TnR7ESQoazakeZnjdrF6GnbZtMYVuswK3U5JFaYt7=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/103940098229489424876?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,True,Too few words (4 < 10); Too few characters (21 < 50),4,21
Kokoro Izakaya,5,"quite affordable, food arrived fast and good for its price 👍 worker friendly too!",2025-08-03T11:05:41.457Z,0,alexis,3,False,,,en,3 weeks ago,,Dinner,"Quiet, easy to talk",,,,$10–20,,,,5.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2xCNk1GOTZWRmh1Vm1GZmJWaDFjMnc1WlRoa1pIYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCNk1GOTZWRmh1Vm1GZmJWaDFjMnc1WlRoa1pIYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlB6MF96VFhuVmFfbVh1c2w5ZThkZHc%7C0cYo94QFG7j%7C?hl=en,104960440352856984550,https://lh3.googleusercontent.com/a-/ALV-UjUsUsAyPNwoq8FLC0rBsh-koGxiXekAmFi9rpzBRWrKtm949CVH=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/104960440352856984550?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,False,,14,81
Kokoro Izakaya,4,decent price for its quality! food was a little on the bland side and the fish a little salty.,2025-08-03T10:58:22.713Z,0,Artemis S.,1,False,,,en,3 weeks ago,,Dinner,Moderate noise,,,Plenty of parking,$10–20,,,,5.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2tsTVpGZFFSRWRIVDFWR05UUjFlVFJ3U1c1YVlrRRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90AneF0sm0S9T4gaQRYh35FyN86eH1fy2NouHStVXXDrr4HFxX7iSOKg7l-b2BtSBhChqQDqyuvK-bEUY1civMRUhen47GQO6FgRirT8UjmRP5V5Pe0a-GbUGXS76QZv2-25cNQ0K-Uf6aE,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsTVpGZFFSRWRIVDFWR05UUjFlVFJ3U1c1YVlrRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOklMZFdQREdHT1VGNTR1eTRwSW5aYkE%7C0cYo2DeXDxQ%7C?hl=en,102207547787957111325,https://lh3.googleusercontent.com/a-/ALV-UjXyfK9bZ974AEIaVx6FSdjmfmYZ0YjQx2rg5CQl3ds_fDXFj0Q=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102207547787957111325?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,False,,19,94
Kokoro Izakaya,3,"I didn’t realize they had a live band, I wasn’t quite prepared to be dining in a noisy loud environment. Food was really average and some below average. Service was so so. I ordered a bottle of Ozeki Umeshu but they ended up serving a different Yuzu bottle instead. Although server came back to inform the one I ordered was out of stock and they’d gladly refund the wrong bottle served to us but it’ll be good if this was done upfront instead ie inform us the one we ordered was outta stock and check if we wish to order some others. The eventual bottle that was served to us didn’t even offer me any buzz even though it showed 14% alcohol on the back of the bottle. Not sure if it was kept too long cos there were definitely some yellow stuff floating on the surface when we poured the drink into a cup.

Not likely to come back.",2025-08-01T13:55:04.030Z,0,Eunice Lim,5,False,,,en,3 weeks ago,,,,,,,,,,,3.0,3.0,3.0,Ci9DQUlRQUNvZENodHljRjlvT21KM1oySmZTbEJaUjFndFRqWjVWMFZ3ZHpsMVZWRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KM1oySmZTbEJaUjFndFRqWjVWMFZ3ZHpsMVZWRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOmJ3Z2JfSlBZR1gtTjZ5V0Vwdzl1VVE%7C0cYBRs0nX3H%7C?hl=en,106668066213423651274,https://lh3.googleusercontent.com/a-/ALV-UjWDL22ReffZ4q-QuYKFLtuiPPRiVZrFtfSOHQpwToKFdSqkmlH2=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/106668066213423651274?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,160,830
Kokoro Izakaya,3,,2025-07-31T16:14:32.191Z,0,Jerry Ng,3,False,,,,3 weeks ago,,,,,,,,,,,,,,Ci9DQUlRQUNvZENodHljRjlvT2paWlQwNUZkMUpuWmxkQ1ZHcHlVVFJFU1ZOaWJrRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2paWlQwNUZkMUpuWmxkQ1ZHcHlVVFJFU1ZOaWJrRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOjZZT05Fd1JnZldCVGpyUTRESVNibkE%7C0cXtOcAROR5%7C?hl=en,107724980519844976637,https://lh3.googleusercontent.com/a/ACg8ocL-XL13Bh2JT-DR47jdUs9AgudxkTp_wSiwpW2ONabFKyyS=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/107724980519844976637?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Kokoro Izakaya,5,"A nice and cozy place for family dinner, greak for kids.",2025-07-26T10:42:48.865Z,0,Andrea Tan,4,False,,,en,a month ago,,Dinner,,,,,$10–20,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2tWVmVra3pRMVZEWkdkVVFVMVFWMlU0YXpZeE4yYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWVmVra3pRMVZEWkdkVVFVMVFWMlU0YXpZeE4yYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOkVVekkzQ1VDZGdUQU1QV2U4azYxN2c%7C0cWA3cn_er0%7C?hl=en,103196826937941986856,https://lh3.googleusercontent.com/a/ACg8ocLhtsNIpjGsGOymcB_W-ZJIBJ2PzxKGola58n6q2k8ChoOh5g=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/103196826937941986856?hl=en,,,,,,No wait,,,Suitable for all group sizes,,,,,,,,,,,,,False,,11,56
Kokoro Izakaya,5,Excellent service and atmosphere with live band,2025-07-25T12:50:13.882Z,0,Ryan,2,False,,,en,a month ago,,Dinner,"Quiet, easy to talk",,,,$30–40,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT20xM2VuY3hZWEJxTUdvMk5VTnpjbUpKYjJnemRWRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xM2VuY3hZWEJxTUdvMk5VTnpjbUpKYjJnemRWRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOm13encxYXBqMGo2NUNzcmJJb2gzdVE%7C0cVrq4oaMNr%7C?hl=en,108089065479022829901,https://lh3.googleusercontent.com/a/ACg8ocKBWHnebiSzzhIWY9pq1wBbrIiqplsezLwRDzSIBLFI3hfYcw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/108089065479022829901?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,True,Too few words (7 < 10); Too few characters (47 < 50),7,47
Kokoro Izakaya,4,,2025-07-25T11:12:00.311Z,0,Khor Yng Cheng,1,False,,,,a month ago,,Dinner,"Loud, but you can still talk",,,,$30–40,,,,5.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2t0UFh6aFhURE13Wldrd1pWQk1iWFZKV0ZCRU0yYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0UFh6aFhURE13Wldrd1pWQk1iWFZKV0ZCRU0yYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOktPXzhXTDMwZWkwZVBMbXVJWFBEM2c%7C0cVqP-H_5UZ%7C?hl=en,114761162006996877141,https://lh3.googleusercontent.com/a-/ALV-UjVDGe6YIhJR--nyd8PkWFvtBcQfYBLW7TUrTUhjFcyutMxKT_f7zA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/114761162006996877141?hl=en,,,,,,Up to 10 min,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Kokoro Izakaya,5,Top level!,2025-07-25T03:55:42.807Z,0,Magno Cavalcante,1,False,,,en,a month ago,,Lunch,Very quiet,,,,$10–20,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2pONmNGaFpjbUp2WW5sMVJVUldUR1F5Wmt0VGVHYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pONmNGaFpjbUp2WW5sMVJVUldUR1F5Wmt0VGVHYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOjN6cFhZcmJvYnl1RURWTGQyZktTeGc%7C0cVk-yk8iwj%7C?hl=en,107977177516951228921,https://lh3.googleusercontent.com/a-/ALV-UjU3G74xMNTAYMIP2JpZRTjN_1MU4W6wzuNekDfdMpShFbeu6BKI=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/107977177516951228921?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,True,Too few words (2 < 10); Too few characters (10 < 50),2,10
Kokoro Izakaya,5,Very nice restaurant,2025-07-25T03:54:57.973Z,0,Bruno Otávio Menezes da Luz,10,False,,,en,a month ago,,,"Quiet, easy to talk",,,,$30–40,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT205Uk1WcDJMVVI1YVhOTVlYTkJhalpaY0hSTFJGRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205Uk1WcDJMVVI1YVhOTVlYTkJhalpaY0hSTFJGRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOm9RMVp2LUR5aXNMYXNBajZZcHRLRFE%7C0cVk-Gu-LHl%7C?hl=en,103165253629245968378,https://lh3.googleusercontent.com/a-/ALV-UjVnx35MwDHgKtWUIjt3p-zMMDVMlyoxWaJ0ge-wyOGbDWWNrfFhrw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/103165253629245968378?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,True,Too few words (3 < 10); Too few characters (20 < 50),3,20
Kokoro Izakaya,5,So far so good!,2025-07-24T04:53:45.680Z,0,Boaz Su,6,False,,,en,a month ago,,Lunch,Moderate noise,,,,$20–30,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT21GamFVWmlaVUU1UTFCVlVtZFljWE16Y2xkTFlrRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GamFVWmlaVUU1UTFCVlVtZFljWE16Y2xkTFlrRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOmFjaUZiZUE5Q1BVUmdYcXMzcldLYkE%7C0cVQlOc_ehF%7C?hl=en,102124709159344855260,https://lh3.googleusercontent.com/a-/ALV-UjXGZXXM_GC-eav3MS0yKZlytK40u-lD6J0gguovnN1vSMhgzjg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102124709159344855260?hl=en,,,,,,,,,,,,,,,,,Reservations not required,,,,,True,Too few words (4 < 10); Too few characters (15 < 50),4,15
Kokoro Izakaya,5,"Delicious food with prompt service, though the environment was slightly noisy.",2025-07-24T04:51:51.226Z,0,Eastern Wen,2,False,,,en,a month ago,,Lunch,,,,,$20–30,,,,4.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2xWSFJHSTFhbWMwVWpCdFQwd3pkelE1YVZjelNtYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90CWqlTtPJlpFzTshRYWo2JJ24lN3ohR5ot2YH1jmNsZZcP16fXCtlW5pLp1xrwuBnfXstcpmYOoluw8C3MRuLwR-l0IxoeYCFXzLLRwM0_KsQgY4_bfcjI5PK6Tqzk4Q7sKb3RojU7D_evG,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWSFJHSTFhbWMwVWpCdFQwd3pkelE1YVZjelNtYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlVHRGI1amc0UjBtT0wzdzQ5aVczSmc%7C0cVQjbCTvLQ%7C?hl=en,116525695789394300007,https://lh3.googleusercontent.com/a/ACg8ocIRabWtp023LJPLNAnop1EhoaSHboscTqBAp5xV9Gv-tPpSUA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/116525695789394300007?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,11,78
Kokoro Izakaya,5,,2025-07-24T04:34:56.362Z,0,Martin Adytia,2,False,,,,a month ago,,,,,,,,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT200NU9GRkVVMTkxV0ZwMVFXbzRaazlPTkhad1drRRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90DGIFOxSdfUchnoe_rR0t2iVzLCA-RWPx0Me74aH_LKCzH9To3dz5oVgpu9xdJQbhIgKaTcHPvOpIK_xtyyVsQrtQ29Z6wP5wT3dRTUAC5Y0PUMybBbYfEwBYsXybw4E2qBnBJLdCbtBoQ9,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT200NU9GRkVVMTkxV0ZwMVFXbzRaazlPTkhad1drRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOm45OFFEU191WFp1QWo4Zk9ONHZwWkE%7C0cVQUkKbyYu%7C?hl=en,112100909914924679082,https://lh3.googleusercontent.com/a-/ALV-UjXwcvACG4DLU_8RbakDF65FLHo9oaJRjmIOCzPINyKCPhZLSF8QNQ=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/112100909914924679082?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Kokoro Izakaya,5,Good Food Good Place,2025-07-24T04:33:56.245Z,0,Edward Hew,1,False,,,en,a month ago,,,,,,,,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2xOaGNFODFZemN0ZG1RdFpVZGlWbmN0UW05SVoyYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOaGNFODFZemN0ZG1RdFpVZGlWbmN0UW05SVoyYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOlNhcE81YzctdmQtZUdiVnctQm9IZ2c%7C0cVQToDbP0q%7C?hl=en,102740340221793625271,https://lh3.googleusercontent.com/a/ACg8ocJtwtzHmvG5tcJpabJq1XndKOihJj9QZcBIuMjECMZPWSvdeA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102740340221793625271?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (4 < 10); Too few characters (20 < 50),4,20
Kokoro Izakaya,5,Great food!,2025-07-24T04:33:38.016Z,0,Syodra,4,False,,,en,a month ago,,Lunch,,,,,$10–20,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2w5ZlFWUldVRUZVZW1wV1l6SlRWVmhyU2xFelQzYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5ZlFWUldVRUZVZW1wV1l6SlRWVmhyU2xFelQzYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOl9fQVRWUEFUempWYzJTVVhrSlEzT3c%7C0cVQTX-zO3a%7C?hl=en,113381530665913271499,https://lh3.googleusercontent.com/a/ACg8ocK_2fzCEy-wU6-HuG7GKHWoKGeiAvgP4pyPevRevEcI2z8ehg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/113381530665913271499?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (2 < 10); Too few characters (11 < 50),2,11
Kokoro Izakaya,4,Good place. Close to my work.,2025-07-24T04:26:44.535Z,0,Reddy patlolla,1,False,,,en,a month ago,,Lunch,Moderate noise,,Parking is unavailable,Difficult to find parking,$10–20,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2pOaWNGZElOR05tZWtob1kzVnBUVW80WmkxYWJVRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOaWNGZElOR05tZWtob1kzVnBUVW80WmkxYWJVRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOjNicFdINGNmekhoY3VpTUo4Zi1abUE%7C0cVQN3Uuwmi%7C?hl=en,104207616066219762839,https://lh3.googleusercontent.com/a/ACg8ocLrF4B7GuHt3YnSegHr35fPUQQg3WyPglrG2H0VyYzrd5D86A=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/104207616066219762839?hl=en,,,,,,,,,,,,,,,,,Not sure,,,,,True,Too few words (6 < 10); Too few characters (29 < 50),6,29
Kokoro Izakaya,5,highly recommend the salmon maki and overall decent dishes :),2025-07-23T11:24:17.095Z,0,Trinyce Cheng,11,False,,,en,a month ago,,,,,,,,,,,5.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT25wSVNuVTFkelpOVDBaT1QyeExjM2cyYjFocFoxRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wSVNuVTFkelpOVDBaT1QyeExjM2cyYjFocFoxRRAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOnpISnU1dzZNT0ZOT2xLc3g2b1hpZ1E%7C0cVBOW4fQDG%7C?hl=en,102028899869562839753,https://lh3.googleusercontent.com/a/ACg8ocIoTL7twQMGWtPiyxXbIz5T4dNHxkog0UWvdXSBasQRKMzCm0Q=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102028899869562839753?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,10,61
Kokoro Izakaya,5,Had a lunch meal set. Very nice setting and food portion was appropriate and delicious! Highly recommend.,2025-07-22T04:12:13.515Z,0,John Deane Ducusin,4,False,,,en,a month ago,,Lunch,,,,,$20–30,Indoor dining area,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT21WbU5HbGlXVFkzUTFobE1YVmliR3N5VnpBeFptYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90AbtlMLPD2AVEu0ZtH_aKGnuuigqgRFvGCayCuk6iNqEYXRFyu3dVEMy4dM3JarC9XjzJrHyhP9Sl-pcjqM4J-1DLGlaWqC-5RgZe0XV9QCGZq-xBbZweIvy06AqDmjCJPgjDVXGZTQxerW,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WbU5HbGlXVFkzUTFobE1YVmliR3N5VnpBeFptYxAB!2m1!1s0x0:0xe1ee7548386ccfd5!3m1!1s2@1:CAIQACodChtycF9oOmVmNGliWTY3Q1hlMXVibGsyVzAxZmc%7C0cUkySThHKl%7C?hl=en,116527586417138992319,https://lh3.googleusercontent.com/a/ACg8ocJ46K6gpZMTofAo5R64FEUBHmcSdg2RwJLk3y-UxaQvLtsiyg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/116527586417138992319?hl=en,,,,,,No wait,,,,,,,,,,,,,,,,False,,17,105
